Date,Name,Email,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Email Leader,Year,Month,Day,Date_timestamp,Engagement
10Apr23,María Alvarado,maria.alvarado@tec.globant.com,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,4,10,2023-04-10,2.52
10Apr23,María Ceballos,maria.ceballos@tec.globant.com,Test Automation Engineer,Ssr,MX/CDMX/CDMX,Quality Engineering,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,4,10,2023-04-10,2.23
10Apr23,María Díaz,maria.diaz@tec.globant.com,Test Automation Engineer,Sr Level 2,CO/CUN/BOG,Quality Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,4,10,2023-04-10,3.435
10Apr23,Miguel Castañeda,miguel.castaneda@tec.globant.com,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,4,10,2023-04-10,3.49
10Apr23,Miguel Sandoval,miguel.sandoval@tec.globant.com,Project Manager,Sr Level 2,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,,2023,4,10,2023-04-10,3.43
10Apr23,Natalia Ramírez,natalia.ramirez@tec.globant.com,Software Developer,Jr,CO/ANT/MED,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,4,10,2023-04-10,2.62
10Apr23,Natalia Salinas,natalia.salinas@tec.globant.com,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,4,10,2023-04-10,5.0
10Apr23,Oscar Aguirre,oscar.aguirre@tec.globant.com,Visual Designer,Sr Level 1,CO/CUN/BOG,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,4,10,2023-04-10,5.0
10Apr23,Oscar Fernández,oscar.fernandez@tec.globant.com,Quality Assurance Tester,Ssr,CL/RM/SCL,Quality Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,4,10,2023-04-10,1.71
10Apr23,Paula Cordero,paula.cordero@tec.globant.com,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,4,10,2023-04-10,0.0
10Apr23,Paula Sandoval,paula.sandoval@tec.globant.com,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,4,10,2023-04-10,4.34
10Apr23,Pedro Aguayo,pedro.aguayo@tec.globant.com,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,4,10,2023-04-10,4.45
10Apr23,Pedro Castaño,pedro.castano@tec.globant.com,Software Developer,Sr Level 2,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,4,10,2023-04-10,2.74
10Apr23,Pedro Fuentes,pedro.fuentes@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,4,10,2023-04-10,3.8
10Apr23,Pedro Ortega,pedro.ortega@tec.globant.com,Test Automation Engineer,Sr Level 1,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,4,10,2023-04-10,0.65
10Apr23,Pedro Rodríguez,pedro.rodriguez@tec.globant.com,Project Manager,Sr Level 1,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,,2023,4,10,2023-04-10,4.06
10Apr23,Ricardo Aguirre,ricardo.aguirre@tec.globant.com,Software Developer,Ssr,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,4,10,2023-04-10,3.34
10Apr23,Ricardo Fuentes,ricardo.fuentes@tec.globant.com,Software Developer,Ssr,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,4,10,2023-04-10,2.11
10Apr23,Ricardo Zamora,ricardo.zamora@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,4,10,2023-04-10,3.39
10Apr23,Sergio Castaño,sergio.castano@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,4,10,2023-04-10,3.18
10Apr23,Sergio Castro,sergio.castro@tec.globant.com,Technology Consultant,Sr Level 2,MX/CDMX/CDMX,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,4,10,2023-04-10,2.545
10Apr23,Sergio Ceballos,sergio.ceballos@tec.globant.com,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,4,10,2023-04-10,2.25
10Apr23,Sergio Medina,sergio.medina@tec.globant.com,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,4,10,2023-04-10,4.28
10Apr23,Sofía Delgado,sofia.delgado@tec.globant.com,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,4,10,2023-04-10,2.44
10Apr23,Sofía Medina,sofia.medina@tec.globant.com,DevOps Engineer,Jr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,4,10,2023-04-10,2.74
10Apr23,Teresa Quiroz,teresa.quiroz@tec.globant.com,Data Analyst,Ssr,CO/ANT/MED,Data,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,4,10,2023-04-10,2.09
10Apr23,Teresa Silva,teresa.silva@tec.globant.com,Business Analyst,Sr Level 1,CL/RM/SCL,Product,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,4,10,2023-04-10,3.92
10Apr23,Valeria Castañeda,valeria.castaneda@tec.globant.com,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,4,10,2023-04-10,3.55
10Apr23,Valeria Morales,valeria.morales@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,4,10,2023-04-10,3.14
10Apr23,Valeria Ponce,valeria.ponce@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,4,10,2023-04-10,2.59
10Apr23,Valeria Ríos,valeria.rios@tec.globant.com,Test Automation Engineer,Ssr,CO/CUN/BOG,Quality Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,4,10,2023-04-10,0.22
10Feb23,Alberto Bravo,alberto.bravo@tec.globant.com,Data Analyst,Ssr,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,2,10,2023-02-10,3.65
10Feb23,Alberto Cordero,alberto.cordero@tec.globant.com,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,,2023,2,10,2023-02-10,5.0
10Feb23,Alberto Ramírez,alberto.ramirez@tec.globant.com,Project Manager,Sr Level 1,CO/CUN/BOG,Delivery,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,,2023,2,10,2023-02-10,3.03
10Feb23,Alberto Sánchez,alberto.sanchez@tec.globant.com,Software Developer,Sr Level 1,CO/CUN/BOG,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,10,2023-02-10,2.99
10Feb23,Ana Aguayo,ana.aguayo@tec.globant.com,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,10,2023-02-10,2.15
10Feb23,Ana Paredes,ana.paredes@tec.globant.com,Quality Assurance Tester,Sr Level 1,MX/CDMX/CDMX,Quality Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,10,2023-02-10,3.92
10Feb23,Ana Ponce,ana.ponce@tec.globant.com,Test Automation Engineer,Ssr,CL/RM/SCL,Quality Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,10,2023-02-10,3.09
10Feb23,Ana Rojas,ana.rojas@tec.globant.com,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,2,10,2023-02-10,3.44
10Feb23,Ana Salas,ana.salas@tec.globant.com,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,,2023,2,10,2023-02-10,2.73
10Feb23,Andrés Medina,andres.medina@tec.globant.com,Software Developer,Ssr,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,10,2023-02-10,2.0
10Feb23,Carlos Morales,carlos.morales@tec.globant.com,Quality Assurance Tester,Sr Level 2,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,10,2023-02-10,3.03
10Feb23,Carlos Ortega,carlos.ortega@tec.globant.com,Project Manager,Sr Level 2,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,,2023,2,10,2023-02-10,1.94
10Feb23,Carlos Silva,carlos.silva@tec.globant.com,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,2,10,2023-02-10,4.97
10Feb23,Carlos Villanueva,carlos.villanueva@tec.globant.com,Software Developer,Ssr,CL/RM/SCL,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,10,2023-02-10,2.84
10Feb23,Carolina Herrera,carolina.herrera@tec.globant.com,Business Analyst,Jr,CL/RM/SCL,Product,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,10,2023-02-10,4.52
10Feb23,Cristian Bravo,cristian.bravo@tec.globant.com,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,,2023,2,10,2023-02-10,3.61
10Feb23,Cristian Rodríguez,cristian.rodriguez@tec.globant.com,Product Owner,Sr Level 2,MX/CDMX/CDMX,Product,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,2,10,2023-02-10,3.01
10Feb23,Daniel Alvarado,daniel.alvarado@tec.globant.com,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,10,2023-02-10,3.23
